B'g;Temp (K);B'c;Hw (kJ/kg)
0.10;3250;0.21794759;4240.679439
0.10;3275;0.221976274;4385.625904
0.10;3300;0.226579468;4542.180894
0.10;3325;0.231881037;4712.359503
0.10;3350;0.238030866;4898.527753
0.10;3375;0.245210415;5103.45114
0.10;3400;0.253639641;5330.346391
0.10;3425;0.263585737;5582.935377
0.10;3450;0.275374264;5865.499452
0.10;3475;0.289403526;6182.931648
0.10;3500;0.306163393;6540.783032
0.10;3525;0.326260313;6945.298111
0.10;3550;0.350451096;7403.432428
0.10;3575;0.379689363;7922.843409
0.10;3600;0.415190673;8511.843157
0.10;3625;0.458525778;9179.29939
0.10;3650;0.51175741;9934.46825
0.10;3675;0.577646316;10786.74075
0.10;3700;0.659971245;11745.28354
0.10;3725;0.764043675;12818.55525
0.10;3750;0.897570768;14013.68205
0.10;3775;1.072175231;15335.68054
0.10;3800;1.306237733;16786.52075
0.10;3825;1.630625899;18364.0212
0.10;3850;2.101408236;20060.54619
0.10;3875;2.831958329;21861.38845
0.10;3900;4.090411783;23742.41984
0.10;3925;6.695172176;25665.44856
0.10;3950;14.83391532;27563.59784
0.10;3975;14.83391532;27563.59784
0.10;4000;14.83391532;27563.59784
B'g;Temp (K);B'c;Hw (kJ/kg)
0.15;250;0;-3615.054401
0.15;275;0;-3582.094002
0.15;300;0;-3547.167031
0.15;325;0;-3510.514111
0.15;350;0;-3472.571489
0.15;375;0;-3433.803666
0.15;400;0;-3394.581374
0.15;425;0;-3355.126213
0.15;450;0;-3315.502198
0.15;475;0;-3275.628751
0.15;500;0;-3235.29851
0.15;525;0;-3194.192106
0.15;550;0.00212693;-3151.886811
0.15;575;0.004121435;-3107.857595
0.15;600;0.005983275;-3061.468993
0.15;625;0.007748564;-3011.955342
0.15;650;0.009478262;-2958.386144
0.15;675;0.011265737;-2899.613921
0.15;700;0.013243395;-2834.205267
0.15;725;0.01558679;-2760.364378
0.15;750;0.018514593;-2675.874195
0.15;775;0.022282457;-2578.103507
0.15;800;0.027167892;-2464.154685
0.15;825;0.033441571;-2331.245184
0.15;850;0.041319108;-2177.405399
0.15;875;0.050889018;-2002.501164
0.15;900;0.062022352;-1809.405582
0.15;925;0.074292307;-1604.838043
0.15;950;0.086962557;-1399.100164
0.15;975;0.099108737;-1204.091854
0.15;1000;0.109870333;-1030.00258
0.15;1025;0.118708725;-882.4149719
0.15;1050;0.125508622;-761.5913161
0.15;1075;0.130485648;-663.9961261
0.15;1100;0.134008612;-584.5739647
0.15;1125;0.13645517;-518.4331123
0.15;1150;0.138140568;-461.6013956
0.15;1175;0.13930132;-411.1435369
0.15;1200;0.140104809;-364.9995191
0.15;1225;0.140665912;-321.7614201
0.15;1250;0.141062372;-280.4777793
0.15;1275;0.141346612;-240.5068161
0.15;1300;0.14155408;-201.4139044
0.15;1325;0.14170892;-162.9024085
0.15;1350;0.141827753;-124.7677491
0.15;1375;0.14192217;-86.86704818
0.15;1400;0.142000387;-49.09903937
0.15;1425;0.142068336;-11.39070077
0.15;1450;0.142130401;26.31170743
0.15;1475;0.142189907;64.04870858
0.15;1500;0.142249453;101.8517572
0.15;1525;0.142311142;139.7461073
0.15;1550;0.142376738;177.7528198
0.15;1575;0.142447773;215.8901857
0.15;1600;0.142525628;254.1747498
0.15;1625;0.142611585;292.6220581
0.15;1650;0.142706865;331.2472125
0.15;1675;0.142812658;370.065291
0.15;1700;0.14293014;409.0916719
0.15;1725;0.143060488;448.3422889
0.15;1750;0.143204891;487.8338378
0.15;1775;0.143364555;527.5839454
0.15;1800;0.143540711;567.6113119
0.15;1825;0.143734614;607.9358326
0.15;1850;0.143947546;648.5787021
0.15;1875;0.14418082;689.5625055
0.15;1900;0.144435773;730.9112978
0.15;1925;0.14471377;772.6506725
0.15;1950;0.145016201;814.8078193
0.15;1975;0.145344478;857.4115726
0.15;2000;0.145700031;900.4924493
0.15;2025;0.146084306;944.0826747
0.15;2050;0.14649876;988.2162031
0.15;2075;0.146944857;1032.928715
0.15;2100;0.147424061;1078.257612
0.15;2125;0.147937835;1124.241997
0.15;2150;0.148487627;1170.922635
0.15;2175;0.14907487;1218.341904
0.15;2200;0.149700972;1266.543733
0.15;2225;0.150367309;1315.573517
0.15;2250;0.151075218;1365.478028
0.15;2275;0.151825985;1416.305301
0.15;2300;0.152620842;1468.104513
0.15;2325;0.153460953;1520.925843
0.15;2350;0.154347408;1574.820323
0.15;2375;0.155281216;1629.839683
0.15;2400;0.156263293;1686.036179
0.15;2425;0.157294454;1743.462423
0.15;2450;0.158375411;1802.171215
0.15;2475;0.159506761;1862.215371
0.15;2500;0.160688983;1923.647573
0.15;2525;0.161922439;1986.520227
0.15;2550;0.163207367;2050.885355
0.15;2575;0.164543889;2116.794521
0.15;2600;0.165932012;2184.298813
0.15;2625;0.167371645;2253.44888
0.15;2650;0.168862606;2324.295067
0.15;2675;0.170404654;2396.887639
0.15;2700;0.171997514;2471.277146
0.15;2725;0.173640918;2547.514938
0.15;2750;0.175334659;2625.653873
0.15;2775;0.177078652;2705.749259
0.15;2800;0.178873022;2787.860072
0.15;2825;0.180718202;2872.050496
0.15;2850;0.18261506;2958.391871
0.15;2875;0.184565048;3046.965089
0.15;2900;0.186570393;3137.863553
0.15;2925;0.188634319;3231.196769
0.15;2950;0.190761317;3327.094696
0.15;2975;0.19295747;3425.712976
0.15;3000;0.195230846;3527.239187
0.15;3025;0.197591961;3631.900279
0.15;3050;0.200054339;3739.971383
0.15;3075;0.202635174;3851.786183
0.15;3100;0.205356123;3967.749091
0.15;3125;0.208244251;4088.349461
0.15;3150;0.211333156;4214.17811
0.15;3175;0.214664311;4345.946426
0.15;3200;0.218288669;4484.508346
0.15;3225;0.222268584;4630.885493
0.15;3250;0.226680116;4786.295729
0.15;3275;0.231615814;4952.185339
0.15;3300;0.237188082;5130.26499
0.15;3325;0.243533281;5322.549453
0.15;3350;0.250816761;5531.400912
0.15;3375;0.259239075;5759.575374
0.15;3400;0.269043744;6010.27129
0.15;3425;0.280527029;6287.17896
0.15;3450;0.294050402;6594.528544
0.15;3475;0.31005664;6937.133506
0.15;3500;0.329090899;7320.425139
0.15;3525;0.35182872;7750.472222
0.15;3550;0.37911386;8233.978077
0.15;3575;0.412010318;8778.245197
0.15;3600;0.451875281;9391.095383
0.15;3625;0.500463602;10080.73116
0.15;3650;0.560081066;10855.5225
0.15;3675;0.633815295;11723.70197
0.15;3700;0.725894381;12692.95214
0.15;3725;0.842263852;13769.87195
0.15;3750;0.991554007;14959.31401
0.15;3775;1.186783567;16263.59274
0.15;3800;1.448545492;17681.57093
0.15;3825;1.811426785;19207.6343
0.15;3850;2.338250477;20830.54414
0.15;3875;3.156018583;22532.07553
0.15;3900;4.564928377;24285.07144
0.15;3925;7.480166677;26049.51465
0.15;3950;16.57225963;27759.85105
0.15;3975;16.57225963;27759.85105
0.15;4000;16.57225963;27759.85105
B'g;Temp (K);B'c;Hw (kJ/kg)
0.20;250;0;-3907.67865
0.20;275;0;-3867.431736
0.20;300;0;-3823.920757
0.20;325;0;-3778.208057
0.20;350;0;-3731.404392
0.20;375;0;-3684.361125
0.20;400;0;-3637.593917
0.20;425;0;-3591.320556
0.20;450;0;-3545.525916
0.20;475;0;-3500.018183
0.20;500;0;-3454.468129
0.20;525;0;-3408.432861
0.20;550;0;-3361.367122
0.20;575;0;-3312.624106
0.20;600;0;-3261.446088
0.20;625;0;-3206.943502
0.20;650;0;-3148.059952
0.20;675;0;-3083.520974
0.20;700;0;-3011.767257
0.20;725;0;-2930.881084
0.20;750;0;-2838.530364
0.20;775;0.003065566;-2731.97865
0.20;800;0.007967168;-2608.238108
0.20;825;0.014393885;-2464.463724
0.20;850;0.022595189;-2298.677513
0.20;875;0.032677824;-2110.833066
0.20;900;0.044508919;-1904.035685
0.20;925;0.057630112;-1685.410685
0.20;950;0.071245147;-1465.815275
0.20;975;0.084350094;-1257.758182
0.20;1000;0.096004172;-1071.947511
0.20;1025;0.10560932;-914.2725133
0.20;1050;0.113023714;-785.050466
0.20;1075;0.118466648;-680.5988908
0.20;1100;0.122328815;-595.6077419
0.20;1125;0.125015677;-524.9078833
0.20;1150;0.126868476;-464.2778626
0.20;1175;0.128144774;-410.5806675
0.20;1200;0.129027706;-361.6025381
0.20;1225;0.129643426;-315.8222668
0.20;1250;0.130077557;-272.2063488
0.20;1275;0.130387962;-230.0539871
0.20;1300;0.130613832;-188.8881019
0.20;1325;0.130781891;-148.3813753
0.20;1350;0.130910548;-108.3068764
0.20;1375;0.131012646;-68.50527032
0.20;1400;0.131097292;-28.86301427
0.20;1425;0.131171062;10.70221494
0.20;1450;0.131238818;50.2513353
0.20;1475;0.131304251;89.83053048
0.20;1500;0.131370252;129.4758313
0.20;1525;0.131439166;169.2162979
0.20;1550;0.131512967;209.0762567
0.20;1575;0.131593381;249.0768944
0.20;1600;0.131681967;289.2374092
0.20;1625;0.131780183;329.5758563
0.20;1650;0.131889427;370.1097792
0.20;1675;0.132011065;410.8566904
0.20;1700;0.132146459;451.8344444
0.20;1725;0.132296976;493.0615348
0.20;1750;0.132464004;534.5573346
0.20;1775;0.132648957;576.3422963
0.20;1800;0.132853285;618.4381204
0.20;1825;0.133078469;660.8679013
0.20;1850;0.133326034;703.6562539
0.20;1875;0.133597541;746.8294244
0.20;1900;0.13389459;790.4153884
0.20;1925;0.13421882;834.4439367
0.20;1950;0.134571906;878.9467493
0.20;1975;0.134955557;923.9574582
0.20;2000;0.13537151;969.5116982
0.20;2025;0.135821533;1015.647145
0.20;2050;0.136307412;1062.403545
0.20;2075;0.136830953;1109.822724
0.20;2100;0.137393973;1157.948585
0.20;2125;0.137998294;1206.827095
0.20;2150;0.138645736;1256.506251
0.20;2175;0.139338113;1307.036028
0.20;2200;0.140077218;1358.468318
0.20;2225;0.140864821;1410.856842
0.20;2250;0.141702658;1464.257051
0.20;2275;0.142592419;1518.726007
0.20;2300;0.143535741;1574.32225
0.20;2325;0.144534199;1631.10564
0.20;2350;0.145589291;1689.137202
0.20;2375;0.146702431;1748.478938
0.20;2400;0.147874941;1809.193643
0.20;2425;0.149108036;1871.34471
0.20;2450;0.150402817;1934.995931
0.20;2475;0.151760267;2000.211302
0.20;2500;0.153181237;2067.054839
0.20;2525;0.154666449;2135.590406
0.20;2550;0.156216486;2205.881571
0.20;2575;0.157831798;2277.991501
0.20;2600;0.159512704;2351.982904
0.20;2625;0.161259402;2427.918036
0.20;2650;0.163071984;2505.858792
0.20;2675;0.164950456;2585.866906
0.20;2700;0.166894771;2668.004269
0.20;2725;0.168904869;2752.333423
0.20;2750;0.170980731;2838.918232
0.20;2775;0.173122446;2927.824798
0.20;2800;0.175330297;3019.12265
0.20;2825;0.177604873;3112.886275
0.20;2850;0.179947195;3209.197037
0.20;2875;0.182358886;3308.145574
0.20;2900;0.184842367;3409.834744
0.20;2925;0.187401102;3514.383222
0.20;2950;0.190039887;3621.929863
0.20;2975;0.192765207;3732.638942
0.20;3000;0.19558566;3846.706436
0.20;3025;0.198512462;3964.36749
0.20;3050;0.201560062;4085.905257
0.20;3075;0.204746865;4211.661315
0.20;3100;0.208096105;4342.047878
0.20;3125;0.211636877;4477.562039
0.20;3150;0.21540538;4618.802306
0.20;3175;0.219446395;4766.48769
0.20;3200;0.223815048;4921.479616
0.20;3225;0.228578937;5084.806901
0.20;3250;0.233820671;5257.694034
0.20;3275;0.239640944;5441.592895
0.20;3300;0.246162259;5638.217984
0.20;3325;0.253533453;5849.585053
0.20;3350;0.261935269;6078.052788
0.20;3375;0.271587226;6326.366886
0.20;3400;0.2827562;6597.705384
0.20;3425;0.295767241;6895.723488
0.20;3450;0.311017363;7224.595311
0.20;3475;0.32899335;7589.048902
0.20;3500;0.350295071;7994.3896
0.20;3525;0.375666466;8446.505177
0.20;3550;0.406037411;8951.844366
0.20;3575;0.442581295;9517.358402
0.20;3600;0.486795756;10150.39314
0.20;3625;0.540618349;10858.51767
0.20;3650;0.606596234;11649.27419
0.20;3675;0.688141859;12529.83451
0.20;3700;0.789930131;13506.55039
0.20;3725;0.918537428;14584.3902
0.20;3750;1.083513;15766.26201
0.20;3775;1.299265895;17052.23301
0.20;3800;1.588593214;18438.66504
0.20;3825;1.989788728;19917.28811
0.20;3850;2.57240839;21474.21404
0.20;3875;3.477039624;23088.8112
0.20;3900;5.035834688;24732.09931
0.20;3925;8.260393542;26363.38611
0.20;3950;18.30173683;27919.08428
0.20;3975;18.30173683;27919.08428
0.20;4000;18.30173683;27919.08428
B'g;Temp (K);B'c;Hw (kJ/kg)
0.25;250;0;-4184.695307
0.25;275;0;-4133.073215
0.25;300;0;-4078.186215
0.25;325;0;-4022.050731
0.25;350;0;-3966.070351
0.25;375;0;-3911.049323
0.25;400;0;-3857.338022
0.25;425;0;-3804.969754
0.25;450;0;-3753.758997
0.25;475;0;-3703.364214
0.25;500;0;-3653.324634
0.25;525;0;-3603.079117
0.25;550;0;-3551.972384
0.25;575;0;-3499.251228
0.25;600;0;-3444.051144
0.25;625;0;-3385.372194
0.25;650;0;-3322.041848
0.25;675;0;-3252.662984
0.25;700;0;-3175.548035
0.25;725;0;-3088.647996
0.25;750;0;-2989.500409
0.25;775;0;-2875.24488
0.25;800;0;-2742.784821
0.25;825;0;-2589.197631
0.25;850;0.004685286;-2412.48698
0.25;875;0.015153935;-2212.688762
0.25;900;0.027567622;-1993.136764
0.25;925;0.041438056;-1761.356515
0.25;950;0.055909633;-1528.75031
0.25;975;0.069898598;-1308.420478
0.25;1000;0.082383082;-1111.57747
0.25;1025;0.092704406;-944.4055483
0.25;1050;0.100692809;-807.2747395
0.25;1075;0.106569711;-696.3634159
0.25;1100;0.110746121;-606.1215348
0.25;1125;0.113653861;-531.1193469
0.25;1150;0.115658932;-466.9016962
0.25;1175;0.117038942;-410.1426101
0.25;1200;0.117991998;-358.4843268
0.25;1225;0.118654933;-310.299475
0.25;1250;0.119120798;-264.4775946
0.25;1275;0.119452553;-220.2624735
0.25;1300;0.11969287;-177.1371248
0.25;1325;0.119870855;-134.7453609
0.25;1350;0.120006547;-92.83920475
0.25;1375;0.120113923;-51.24382238
0.25;1400;0.120202882;-9.834115384
0.25;1425;0.120280567;31.48098156
0.25;1450;0.120352255;72.76911404
0.25;1475;0.120421952;114.0817474
0.25;1500;0.120492795;155.459156
0.25;1525;0.120567333;196.9339013
0.25;1550;0.120647717;238.5332849
0.25;1575;0.120735832;280.2811033
0.25;1600;0.120833391;322.19892
0.25;1625;0.120942001;364.3070036
0.25;1650;0.121063211;406.6250307
0.25;1675;0.121198543;449.1726239
0.25;1700;0.121349517;491.9697713
0.25;1725;0.12151767;535.0371619
0.25;1750;0.121704567;578.3964585
0.25;1775;0.121911807;622.0705259
0.25;1800;0.122141036;666.0836247
0.25;1825;0.122393943;710.461579
0.25;1850;0.12267227;755.2319231
0.25;1875;0.122977805;800.4240316
0.25;1900;0.12331239;846.0692344
0.25;1925;0.123677916;892.2009176
0.25;1950;0.124076319;938.8546128
0.25;1975;0.124509582;986.0680727
0.25;2000;0.124979732;1033.881334
0.25;2025;0.125488831;1082.336767
0.25;2050;0.126038976;1131.479113
0.25;2075;0.126632293;1181.355501
0.25;2100;0.127270928;1232.015454
0.25;2125;0.127957043;1283.510877
0.25;2150;0.128692811;1335.896027
0.25;2175;0.129480401;1389.227462
0.25;2200;0.130321976;1443.563978
0.25;2225;0.131219681;1498.966518
0.25;2250;0.132175631;1555.498064
0.25;2275;0.133191904;1613.223517
0.25;2300;0.134270528;1672.209544
0.25;2325;0.13541347;1732.524418
0.25;2350;0.136622625;1794.237839
0.25;2375;0.137899804;1857.420734
0.25;2400;0.13924672;1922.145051
0.25;2425;0.14066498;1988.483545
0.25;2450;0.142156074;2056.509554
0.25;2475;0.143721363;2126.296779
0.25;2500;0.145362072;2197.919073
0.25;2525;0.147079283;2271.450243
0.25;2550;0.148873932;2346.963875
0.25;2575;0.150746805;2424.533204
0.25;2600;0.152698547;2504.231019
0.25;2625;0.154729663;2586.129648
0.25;2650;0.156840536;2670.301017
0.25;2675;0.159031449;2756.81682
0.25;2700;0.161302613;2845.748818
0.25;2725;0.163654213;2937.1693
0.25;2750;0.166086458;3031.151742
0.25;2775;0.168599656;3127.771698
0.25;2800;0.171194307;3227.10798
0.25;2825;0.17387121;3329.244172
0.25;2850;0.176631609;3434.270555
0.25;2875;0.179477368;3542.286493
0.25;2900;0.182411181;3653.403393
0.25;2925;0.185436836;3767.74831
0.25;2950;0.188559526;3885.468328
0.25;2975;0.191786233;4006.735825
0.25;3000;0.195126184;4131.754781
0.25;3025;0.198591403;4260.768276
0.25;3050;0.202197373;4394.067363
0.25;3075;0.205963821;4532.001518
0.25;3100;0.209915667;4674.990869
0.25;3125;0.21408415;4823.540448
0.25;3150;0.218508178;4978.256712
0.25;3175;0.22323594;5139.866566
0.25;3200;0.228326834;5309.239145
0.25;3225;0.233853783;5487.41058
0.25;3250;0.239906015;5675.611909
0.25;3275;0.246592423;5875.300249
0.25;3300;0.254045634;6088.193197
0.25;3325;0.26242697;6316.306255
0.25;3350;0.271932536;6561.992798
0.25;3375;0.28280075;6827.985747
0.25;3400;0.295321739;7117.439575
0.25;3425;0.309849185;7433.970609
0.25;3450;0.326815434;7781.692713
0.25;3475;0.346751002;8165.244287
0.25;3500;0.370310124;8589.801195
0.25;3525;0.398304707;9061.068573
0.25;3550;0.431750218;9585.242693
0.25;3575;0.471928789;10168.93216
0.25;3600;0.520477728;10819.02602
0.25;3625;0.579516332;11542.49506
0.25;3650;0.651831957;12346.11249
0.25;3675;0.741160415;13236.08145
0.25;3700;0.852621571;14217.56073
0.25;3725;0.993420254;15294.0864
0.25;3750;1.174021462;16466.89691
0.25;3775;1.41022012;17734.1802
0.25;3800;1.727010933;19090.2716
0.25;3825;2.166384153;20524.83278
0.25;3850;2.804610653;22022.0201
0.25;3875;3.795826864;23559.56902
0.25;3900;5.504048961;25107.47135
0.25;3925;9.036973964;26625.05729
0.25;3950;20.02412473;28050.97944
0.25;3975;20.02412473;28050.97944
0.25;4000;20.02412473;28050.97944
B'g;Temp (K);B'c;Hw (kJ/kg)
0.32;250;0;-4522.579266
0.32;275;0;-4455.351961
0.32;300;0;-4387.355418
0.32;325;0;-4320.11247
0.32;350;0;-4254.577497
0.32;375;0;-4191.221532
0.32;400;0;-4130.150161
0.32;425;0;-4071.208322
0.32;450;0;-4014.057274
0.32;475;0;-3958.224393
0.32;500;0;-3903.131571
0.32;525;0;-3848.10799
0.32;550;0;-3792.391329
0.32;575;0;-3735.119347
0.32;600;0;-3675.312063
0.32;625;0;-3611.843428
0.32;650;0;-3543.400632
0.32;675;0;-3468.429921
0.32;700;0;-3385.070699
0.32;725;0;-3291.087266
0.32;750;0;-3183.822787
0.32;775;0;-3060.22481
0.32;800;0;-2917.02314
0.32;825;0;-2751.166575
0.32;850;0;-2560.617215
0.32;875;0;-2345.514268
0.32;900;0.004574326;-2109.500327
0.32;925;0.019367899;-1860.646336
0.32;950;0.034928565;-1611.095715
0.32;975;0.050061089;-1374.753731
0.32;1000;0.06362947;-1163.506188
0.32;1025;0.074888982;-983.9314374
0.32;1050;0.083629166;-836.4698467
0.32;1075;0.090072577;-717.1170041
0.32;1100;0.094656748;-620.0088829
0.32;1125;0.097848604;-539.3759375
0.32;1150;0.100047249;-470.4589518
0.32;1175;0.10155709;-409.6863548
0.32;1200;0.102596202;-354.5132522
0.32;1225;0.103315608;-303.1742524
0.32;1250;0.103818173;-254.4587684
0.32;1275;0.104173553;-207.5384137
0.32;1300;0.104428958;-161.8441694
0.32;1325;0.104616565;-116.9821687
0.32;1350;0.104758501;-72.67694516
0.32;1375;0.104870171;-28.73341249
0.32;1400;0.104962458;14.98862388
0.32;1425;0.105043202;58.59163787
0.32;1450;0.105118179;102.1520356
0.32;1475;0.105191767;145.7281354
0.32;1500;0.105267393;189.3656898
0.32;1525;0.105347843;233.1017484
0.32;1550;0.10543547;276.9673952
0.32;1575;0.105532349;320.9897125
0.32;1600;0.105640369;365.1932117
0.32;1625;0.105761317;409.6008924
0.32;1650;0.105896922;454.2350391
0.32;1675;0.106048894;499.1178349
0.32;1700;0.10621895;544.2718406
0.32;1725;0.106408837;589.720381
0.32;1750;0.106620338;635.4878598
0.32;1775;0.106855291;681.6000247
0.32;1800;0.107115587;728.0841934
0.32;1825;0.107403181;774.9694499
0.32;1850;0.107720091;822.2868181
0.32;1875;0.108068403;870.0694148
0.32;1900;0.108450266;918.3525871
0.32;1925;0.108867898;967.1740336
0.32;1950;0.109323578;1016.573912
0.32;1975;0.10981965;1066.594932
0.32;2000;0.110358513;1117.282433
0.32;2025;0.110942622;1168.684446
0.32;2050;0.11157448;1220.851747
0.32;2075;0.112256635;1273.837878
0.32;2100;0.112991672;1327.699163
0.32;2125;0.113782205;1382.494704
0.32;2150;0.114630872;1438.286348
0.32;2175;0.115540323;1495.138645
0.32;2200;0.116513211;1553.118773
0.32;2225;0.117552183;1612.296449
0.32;2250;0.118659869;1672.743815
0.32;2275;0.119838866;1734.535299
0.32;2300;0.121091732;1797.747457
0.32;2325;0.122420968;1862.458791
0.32;2350;0.123829006;1928.749553
0.32;2375;0.125318196;1996.701523
0.32;2400;0.126890794;2066.397781
0.32;2425;0.128548944;2137.92246
0.32;2450;0.130294669;2211.360493
0.32;2475;0.132129858;2286.797369
0.32;2500;0.134056256;2364.318881
0.32;2525;0.136075453;2444.010893
0.32;2550;0.13818888;2525.959138
0.32;2575;0.140397808;2610.249039
0.32;2600;0.142703345;2696.965592
0.32;2625;0.145106445;2786.193305
0.32;2650;0.147607921;2878.016229
0.32;2675;0.150208467;2972.518092
0.32;2700;0.15290869;3069.782574
0.32;2725;0.15570915;3169.893736
0.32;2750;0.158610424;3272.936658
0.32;2775;0.161613175;3378.998318
0.32;2800;0.164718254;3488.168753
0.32;2825;0.167926823;3600.542573
0.32;2850;0.171240503;3716.220878
0.32;2875;0.174661569;3835.313663
0.32;2900;0.178193179;3957.94278
0.32;2925;0.181839662;4084.245574
0.32;2950;0.185606859;4214.379286
0.32;2975;0.189502547;4348.526355
0.32;3000;0.193536941;4486.90076
0.32;3025;0.197723305;4629.755558
0.32;3050;0.202078679;4777.391793
0.32;3075;0.206624761;4930.16897
0.32;3100;0.211388947;5088.517296
0.32;3125;0.216405595;5252.95191
0.32;3150;0.221717519;5424.089335
0.32;3175;0.227377792;5602.666368
0.32;3200;0.233451891;5789.561624
0.32;3225;0.240020289;5985.819919
0.32;3250;0.247181559;6192.679597
0.32;3275;0.255056133;6411.602842
0.32;3300;0.26379085;6644.308826
0.32;3325;0.273564521;6892.809377
0.32;3350;0.284594738;7159.446484
0.32;3375;0.297146318;7446.9306
0.32;3400;0.311541835;7758.378075
0.32;3425;0.328174898;8097.345352
0.32;3450;0.347527097;8467.856583
0.32;3475;0.370189883;8874.420168
0.32;3500;0.396893229;9322.028289
0.32;3525;0.428543725;9816.131952
0.32;3550;0.466276073;10362.58231
0.32;3575;0.511523914;10967.52741
0.32;3600;0.566119189;11637.25228
0.32;3625;0.632434514;12377.94971
0.32;3650;0.713592113;13195.40991
0.32;3675;0.813778729;14094.62024
0.32;3700;0.938734885;15079.27144
0.32;3725;1.096542219;16151.17547
0.32;3750;1.298943676;17309.61098
0.32;3775;1.563668592;18550.6246
0.32;3800;1.918779632;19866.32558
0.32;3825;2.411428121;21244.20998
0.32;3850;3.127260897;22666.52514
0.32;3875;4.239331781;24109.60144
0.32;3900;6.156136925;25542.84147
0.32;3925;10.11945876;26926.27433
0.32;3950;22.42590784;28201.78467
0.32;3975;22.42590784;28201.78467
0.32;4000;22.42590784;28201.78467
B'g;Temp (K);B'c;Hw (kJ/kg)
0.40;250;0;-4816.565346
0.40;275;0;-4749.267494
0.40;300;0;-4678.393095
0.40;325;0;-4606.753988
0.40;350;0;-4536.134366
0.40;375;0;-4467.487042
0.40;400;0;-4401.178335
0.40;425;0;-4337.180741
0.40;450;0;-4275.204076
0.40;475;0;-4214.777231
0.40;500;0;-4155.29475
0.40;525;0;-4096.039312
0.40;550;0;-4036.187285
0.40;575;0;-3974.80116
0.40;600;0;-3910.81022
0.40;625;0;-3842.979214
0.40;650;0;-3769.864022
0.40;675;0;-3689.754277
0.40;700;0;-3600.606004
0.40;725;0;-3499.975033
0.40;750;0;-3384.977262
0.40;775;0;-3252.326769
0.40;800;0;-3098.535198
0.40;825;0;-2920.382841
0.40;850;0;-2715.764066
0.40;875;0;-2484.917562
0.40;900;0;-2231.818911
0.40;925;0;-1965.136347
0.40;950;0.01147267;-1697.825116
0.40;975;0.027813172;-1444.666334
0.40;1000;0.042536967;-1218.278181
0.40;1025;0.054800048;-1025.663713
0.40;1050;0.064343968;-867.3391073
0.40;1075;0.071390745;-739.1065923
0.40;1100;0.076406268;-634.7712591
0.40;1125;0.079895702;-548.20674
0.40;1150;0.082294351;-474.3352596
0.40;1175;0.083935909;-409.3282405
0.40;1200;0.085060212;-350.4450225
0.40;1225;0.085833684;-295.7757802
0.40;1250;0.086369786;-244.00507
0.40;1275;0.086745349;-194.2288492
0.40;1300;0.087012406;-145.8234982
0.40;1325;0.087206367;-98.35557112
0.40;1350;0.087351526;-51.52070123
0.40;1375;0.08746475;-5.102500628
0.40;1400;0.087557918;41.05510323
0.40;1425;0.087639554;87.06657381
0.40;1450;0.087715919;133.0175069
0.40;1475;0.087791743;178.9733874
0.40;1500;0.087870724;224.9856693
0.40;1525;0.087955865;271.0960447
0.40;1550;0.08804971;317.3394786
0.40;1575;0.088154504;363.7463938
0.40;1600;0.088272307;410.3442693
0.40;1625;0.088405074;457.1588257
0.40;1650;0.088554708;504.2149229
0.40;1675;0.088723105;551.5372511
0.40;1700;0.088912182;599.1508751
0.40;1725;0.089123892;647.0816722
0.40;1750;0.089360248;695.3566927
0.40;1775;0.089623326;744.0044628
0.40;1800;0.089915276;793.0552446
0.40;1825;0.090238327;842.5412629
0.40;1850;0.09059479;892.4969052
0.40;1875;0.090987061;942.9589002
0.40;1900;0.091417618;993.9664778
0.40;1925;0.091889026;1045.561511
0.40;1950;0.092403929;1097.788644
0.40;1975;0.092965054;1150.695399
0.40;2000;0.093575205;1204.332273
0.40;2025;0.094237255;1258.752814
0.40;2050;0.094954149;1314.013683
0.40;2075;0.095728891;1370.174686
0.40;2100;0.096564542;1427.2988
0.40;2125;0.097464207;1485.452171
0.40;2150;0.098431033;1544.704087
0.40;2175;0.099468193;1605.126934
0.40;2200;0.10057888;1666.796118
0.40;2225;0.101766293;1729.789973
0.40;2250;0.103033625;1794.189638
0.40;2275;0.10438405;1860.078906
0.40;2300;0.10582071;1927.544049
0.40;2325;0.1073467;1996.673629
0.40;2350;0.108965049;2067.558267
0.40;2375;0.110678712;2140.290411
0.40;2400;0.112490548;2214.964072
0.40;2425;0.114403306;2291.674556
0.40;2450;0.116419612;2370.518178
0.40;2475;0.118541951;2451.591981
0.40;2500;0.12077266;2534.993456
0.40;2525;0.123113911;2620.820271
0.40;2550;0.125567706;2709.170032
0.40;2575;0.128135873;2800.140066
0.40;2600;0.130820062;2893.827271
0.40;2625;0.133621755;2990.328016
0.40;2650;0.136542276;3089.738144
0.40;2675;0.139582815;3192.153068
0.40;2700;0.142744456;3297.66802
0.40;2725;0.146028226;3406.378458
0.40;2750;0.149435157;3518.380684
0.40;2775;0.152966364;3633.772701
0.40;2800;0.156623154;3752.655373
0.40;2825;0.160407154;3875.133933
0.40;2850;0.164320482;4001.319903
0.40;2875;0.168365949;4131.333511
0.40;2900;0.17254732;4265.306671
0.40;2925;0.17686962;4403.386641
0.40;2950;0.181339519;4545.740454
0.40;2975;0.185965794;4692.56026
0.40;3000;0.190759886;4844.069693
0.40;3025;0.195736574;5000.531447
0.40;3050;0.200914789;5162.256208
